,thread_id,thread_title,thread_link,thread_author,thread_startDate,thread_replies,thread_views,post_id,post_username,post_userTitle,post_userNbMessages,post_userLikesReceived,post_userTrophyPoints,post_DateTime,post_like,post_agree,post_useful,post_funny,post_informative,post_friendly,post_optimistic,post_hug,post_number,post_messageText,post_quoteText
44627,thread-144119,"Rum, Vodka and Whiskey",https://www.diabetes.co.uk/forum/threads/rum-vodka-and-whiskey.144119/,Hampshire_Lad,"Apr 26, 2018",9,887,post-1764479,Jo_the_boat,Type 2 Well-Known Member,453,369,123.0,"Apr 27, 2018 at 5:53 AM",1,0,0,0,0,0,0,0,#8,"Wow, now that's a study I can put my support behind! [/QUOTE] 'Well, that's another fine mess......', said @Hampshire_Lad Lad after a few days intense studying.","Hampshire_Lad said: [QUOTE Read a study a little while back that tested drinking a glass of wine or water to see which was most beneficial to T2's. Red wine won, even white wine beat water in keeping the liver healthy. Click to expand..."
262262,thread-4321,to you type 1 diabetics,https://www.diabetes.co.uk/forum/threads/to-you-type-1-diabetics.4321/,michael1988,"Oct 9, 2008",18,"1,536",post-27988,michael1988,Newbie,4,0,21.0,"Oct 9, 2008 at 9:11 PM",0,0,0,0,0,0,0,0,#5,my fasting one was 4.4 and the one i did around tea time was 5. something is that ok?,
94691,thread-56873,Summer footwear & Neuropathy?,https://www.diabetes.co.uk/forum/threads/summer-footwear-neuropathy.56873/,Hooked,"Apr 24, 2014",35,"4,913",post-530381,merylann,Type 2 Member,24,8,43.0,"Apr 27, 2014 at 4:52 PM",0,0,0,0,0,0,0,0,#31,I still wear open sandals as i don't have any foot problems at the mo. is this Ok? Sent from the Diabetes Forum App,
256852,thread-7864,4 year old son,https://www.diabetes.co.uk/forum/threads/4-year-old-son.7864/,kellydrever1,"Apr 30, 2009",4,624,post-73088,kellydrever1,Newbie,1,0,21.0,"Apr 30, 2009 at 4:24 PM",0,0,0,0,0,0,0,0,#1,Hi there i am new to this site and thought id give it a try for some advice. Recently my 4 year old son has become quite disruptive and i thought he was one of thoses kids that had a bad reaction to too much sugar etc so we tried for a couple of weeks to cut out the sugar sweets etc etc but now im thinking its maybe made it worse. He also needs so much sleep we thought that was why he was behaving badly as he was sleepy. Today my mum and i were discussing his behaviour and she thought that he seemed like he was lacking something and causuing the behaviour and she mentioned diabetes (shes a nurse). He seems to just get really crazy and cant get him to listen and he seems in a sort of world of his own. My grandad had type 2 diabetes but as far as i know that is the only one in the family. Should i just take him to the dr to get checked out or does this not sound like diabetes at all? Thanks in advance for your advice.,
53856,thread-135897,Lentils,https://www.diabetes.co.uk/forum/threads/lentils.135897/,_markwilburn,"Feb 13, 2018",19,979,post-1697082,_markwilburn,Type 2 Member,16,8,23.0,"Feb 13, 2018 at 6:41 PM",0,0,0,0,0,0,0,0,#1,"Hi everyone, To lentil or not to lentil that is my question? I recently read that eating lentils at one meal can have serious benefits when eating the meal after. Can anyone expand on this?",
196365,thread-41338,weird smell,https://www.diabetes.co.uk/forum/threads/weird-smell.41338/,jimbob72,"May 16, 2013",84,"52,180",post-383417,izzzi,Type 2 Well-Known Member,"4,207","2,400",178.0,"May 17, 2013 at 10:17 AM",0,0,0,0,0,0,0,0,#8,"This could be where you live, Something in the air that gets to you and not others, a bit like hay fever. If you are in a a small town or village,the farms may be using sprays etc; that affect you. Best see your GP or ENT, as there may be a sinuses or tonsils infection. Keep in touch with the outcome of this unusual smell. Roy,",
15349,thread-160938,Things Are Happening,https://www.diabetes.co.uk/forum/threads/things-are-happening.160938/,Type-2-Havent-A-Clue,"Feb 3, 2019",5,281,post-1978882,lucylocket61,Type 2 Well-Known Member,"3,484","1,364",178.0,"Feb 3, 2019 at 3:04 PM",1,4,0,0,0,0,0,0,#2,"You may not feel as thirsty, because as your blood sugar levels go down that constant thirst goes away. But remember to keep you liquid levels up anyway.",
12419,thread-161363,Blood test advice,https://www.diabetes.co.uk/forum/threads/blood-test-advice.161363/,ColinS,"Feb 15, 2019",48,"1,977",post-1996195,HSSS,Type 2 Well-Known Member,"1,786","1,034",158.0,"Feb 26, 2019 at 3:42 PM",0,0,0,0,0,0,0,0,#41,"Great news on some nasty stuff being ruled out. Has anyone done any further blood tests to establish why I have type of diabetes yet? A nurse can do the same and possibly even a pharmacist. However as you are getting readings it seems you have mastered the mechanics of the meter. Only other points are timing of tests and clean samples. Wash and dry your fingers first to avoid contamination (not always visible). Stab at the edges not on the very tip or centre of the pad. Itll hurt less and leave less soreness. If blood is slow to flow warm hands first and try windmilling your arm around a bit first. You can also milk your finger before the prick from palm end towards the tip and gently after if necessary. Try not to just squeeze the tip though. Timing wise standard times are on waking, immediately before a meal and 90 mins to 2 hrs after. Ideally less than a 2mmol rise and ideally under 7.8mmol on the later reading. https://www.diabetes.co.uk/diabetes_care/blood-sugar-level-ranges.html Your levels are still quite high. Have you made any changes with regards to eating carbs? As you are not on any medications yet for the diabetes it should be quite safe to do so. If you are type 2 it will definitely help sort you out. If you are type 1 as yet unmedicated then whilst it wont solve the problem it may help keep a bit of a lid on it til you are and the testing should mean you see an scary rises that need immediate help.",ColinS said: I am probably not using the Meter properly (Not been told how and when to use it) i will ask the Dr to explain when and how to take blood tests when i see him. Click to expand...
175421,thread-63350,"Glucose level dropping, but didn't take insulin",https://www.diabetes.co.uk/forum/threads/glucose-level-dropping-but-didnt-take-insulin.63350/,John Downie,"Aug 20, 2014",22,"2,049",post-616925,ohitsnicola,Type 1 Well-Known Member,"2,196","1,460",178.0,"Aug 20, 2014 at 4:06 PM",0,0,0,0,0,0,0,0,#6,What do you have for lunch? And when do you take rapid etc?,"John Downie said: This is while I am work. Sitting at a desk working on a computer. I wouldn't have thought my Lantus would drop my glucose level that much. I take it around 10pm, so it should have finished working by late morning. Also if my Lantus was still working then my lunch time reading shouldn't be higher than my morning one. I usually take around 10 units of Lantus at night, depending on reading Example readings: (breakfast, lunch, dinner, bed) 6.60 ->7.60-> 4.80-> 7.50 5.00-> 7.20-> 4.90-> 6.30 Sometimes the readings do look right: 7.00-> 6.50-> 6.00-> 5.20 Click to expand..."
113073,thread-107186,Pigged Out And Confused,https://www.diabetes.co.uk/forum/threads/pigged-out-and-confused.107186/,DnB,"Aug 30, 2016",6,740,post-1241426,ameeno,Type 2 Active Member,26,93,53.0,"Aug 31, 2016 at 10:40 AM",0,0,0,0,0,0,0,0,#7,"Hi, losing 6 stone is fantastic, you walked the walk and I truly believe you are your own expert on your body. Might I respectfully suggest you go back to what worked for you.",
133163,thread-92045,Why fish?,https://www.diabetes.co.uk/forum/threads/why-fish.92045/,lynbrown,"Feb 5, 2016",6,795,post-1052499,azure,Type 1 Expert,"9,806","7,422",178.0,"Feb 5, 2016 at 4:35 PM",0,0,0,0,0,0,0,0,#6,"Yes, carb counting can be annoying - having to do that when other people can just eat. But it's crucial to good control if you're on insulin. I weigh my food eg pasta to make sure I get the carbs right. I usually have the same amount of carbs for a particularly meal. What I mean by that is, say, if I was going to have pasta with a homemade tomato sauce, I'd have the same proportion of sauce, weigh out the same amount of pasta - and then I'd know the carbs were thevsame each time. So I wouldn't have to keep counting carbs every time I ate that meal because I'd already know how many carbs were in it. For recipes, I work out the carbs per portion and write that in the recipe book. That way, if I cook something I haven't had for a while, I don't have to count carbs, I can just read it and quickly know how much insulin to have. Carb counting and lots of testing should help","lynbrown said: Yes, other way! I used to count carbs and divide by ten to work out insulin. I may have to start that again, as I got out of the habit ,it was so tedious. However, needs must. I wish I had a contraption of some sort that monitored my by and automatically topped me up, thus avoiding hypos. . Click to expand..."
210284,thread-39678,Blood sugar and illness,https://www.diabetes.co.uk/forum/threads/blood-sugar-and-illness.39678/,Samantha98,"Apr 11, 2013",3,666,post-371555,Thundercat,Well-Known Member,"2,406",287,103.0,"Apr 14, 2013 at 9:43 PM",0,0,0,0,0,0,0,0,#4,Completely normal for bs to go up with any illness. Just getting over uti and had some very high readings even with adjustments to insulin. Settling back down again now I'm on the mend Sent from the Diabetes Forum App,
117455,thread-104214,Problems with high levels - advice please?,https://www.diabetes.co.uk/forum/threads/problems-with-high-levels-advice-please.104214/,Badboydavey1,"Jul 7, 2016",1,385,post-1198074,,Type 1 Moderator,"3,418","2,852",198.0,"Jul 7, 2016 at 1:09 PM",2,2,0,0,0,0,0,0,#2,"Yes @Badboydavey1 , absolutely, do discuss it.",
16391,thread-160750,Severe Telling Off!,https://www.diabetes.co.uk/forum/threads/severe-telling-off.160750/,Type-2-Havent-A-Clue,"Jan 29, 2019",44,"2,837",post-1975407,NicoleC1971,Type 1 Well-Known Member,"1,239",887,173.0,"Jan 30, 2019 at 8:55 AM",4,1,0,0,0,0,0,0,#26,"Loads of great advice on living la vida low carb. As you say you have been 'in denial' may I suggest you change your rather negative profile name? You have a clue because you've decided to tackle this. And as others have pointed out there are many who think that incipient diabetes drives type 2s to gain weight rather than obesity causing type 2. It is not about getting more and more knowledge, it IS about turning what you do know into action. When you slip up, don't dwell on it but do make the next choice even better. I think you are going to feel loads better before the scales show massive differences so try and focus on that and whether your trousers start to fall off rather than the fickle scales!",
125710,thread-99352,Can I work as a Baker?,https://www.diabetes.co.uk/forum/threads/can-i-work-as-a-baker.99352/,jimandtonic,"Apr 12, 2016",12,"1,349",post-1125109,jimandtonic,Type 2 Newbie,4,4,23.0,"Apr 12, 2016 at 9:32 PM",2,0,0,0,0,0,0,0,#7,"I'm on pills and my doctor said there is no need for me to take tests. It might be in hindsight a stupid question. Just want to cover all the bases. Not taking any chances with this, better to be safe than sorry",CarbsRok said: Handling sugar isn't an issue as long as you wash your hands before you test. There is no reason on earth that anyone with diabetes no matter what type can not work as a baker. Click to expand...
173923,thread-64022,Skin infections,https://www.diabetes.co.uk/forum/threads/skin-infections.64022/,gingecoll,"Sep 4, 2014",8,"1,450",post-627448,,Other Moderator,"17,326","31,730",298.0,"Sep 5, 2014 at 9:52 PM",2,0,0,0,0,0,0,0,#7,"Ummm... Not wishing to sound critical... But if there is the slightest chance that your hands are infectious (or may pick up infection through your open, weeping sores), then why aren't you wearing gloves while out in public?","gingecoll said: Thanks all for your replies. My main concern for my hands is that it's very unsightly, I get sick of people asking what's wrong with them, not only that but in shops I see cashier's giving me my change grimace at the sight of them. I just hope it doesn't return! Click to expand..."
